Nfact;FechaVenta;FechaPago;PrecioVenta;CostoVenta;Margen;ProdId;Sucursal;IdCliente
1693;2016-04-29 00:00:00,000;2016-05-29 00:00:00,000;86671447;33493114;53178333;1534;"S01";4810
1694;2016-04-30 00:00:00,000;2016-06-09 00:00:00,000;69161082;30580490;38580592;1536;"C06";4807
1697;2016-05-01 00:00:00,000;2016-07-13 00:00:00,000;40951380;31015566;9935814;1530;"C06";4828
1698;2016-05-01 00:00:00,000;2016-06-20 00:00:00,000;79811423;35422391;44389032;1545;"S01";4812
1701;2016-05-03 00:00:00,000;2016-08-01 00:00:00,000;79725050;37266935;42458115;1542;"N06";4838
1702;2016-05-03 00:00:00,000;2016-08-04 00:00:00,000;55294608;27800003;27494605;1552;"S02";4844
1703;2016-05-03 00:00:00,000;2016-05-25 00:00:00,000;38850714;37266935;1583779;1542;"S01";4874
1708;2016-05-04 00:00:00,000;2016-05-13 00:00:00,000;89824231;29779423;60044808;1524;"S02";4878
1710;2016-05-04 00:00:00,000;2016-05-21 00:00:00,000;8013446;30826161;-22812715;1555;"N02";4860
1711;2016-05-04 00:00:00,000;2016-06-19 00:00:00,000;42841459;32378412;10463047;1531;"C05";4914
1716;2016-05-06 00:00:00,000;2016-07-01 00:00:00,000;75660924;31015566;44645358;1530;"N06";4809
1717;2016-05-06 00:00:00,000;2016-07-09 00:00:00,000;33280866;44980798;-11699932;1540;"C05";4822
1718;2016-05-07 00:00:00,000;2016-08-09 00:00:00,000;99188245;29410295;69777950;1537;"N07";4921
1719;2016-05-07 00:00:00,000;2016-07-28 00:00:00,000;78847039;29410295;49436744;1537;"S02";4836
1720;2016-05-08 00:00:00,000;2016-05-18 00:00:00,000;1457576;31666202;-30208626;1521;"N06";4864
1721;2016-05-08 00:00:00,000;2016-08-05 00:00:00,000;30473255;31654264;-1181009;1548;"N07";4804
1722;2016-05-10 00:00:00,000;2016-08-02 00:00:00,000;91301535;33341159;57960376;1535;"C06";4835
1724;2016-05-14 00:00:00,000;2016-06-07 00:00:00,000;15306057;33544527;-18238470;1533;"C06";4801
1725;2016-05-15 00:00:00,000;2016-06-10 00:00:00,000;61690400;33544527;28145873;1533;"S01";4903
1726;2016-05-16 00:00:00,000;2016-06-26 00:00:00,000;72796722;29410295;43386427;1537;"N07";4817
1727;2016-05-16 00:00:00,000;2016-08-14 00:00:00,000;87452625;35435914;52016711;1539;"S05";4837
1728;2016-05-16 00:00:00,000;2016-07-17 00:00:00,000;41106243;39372824;1733419;1543;"S03";4821
1729;2016-05-16 00:00:00,000;2016-07-25 00:00:00,000;84302796;35435914;48866882;1539;"S01";4915
1730;2016-05-16 00:00:00,000;2016-08-18 00:00:00,000;84100928;30929926;53171002;1541;"S04";4899
1731;2016-05-19 00:00:00,000;2016-08-14 00:00:00,000;54806980;44980798;9826182;1540;"C07";4878
1735;2016-05-20 00:00:00,000;2016-05-30 00:00:00,000;55669802;33544527;22125275;1533;"N02";4861
1738;2016-05-24 00:00:00,000;2016-08-15 00:00:00,000;47453872;29839505;17614367;1522;"S02";4863
1739;2016-05-25 00:00:00,000;2016-08-21 00:00:00,000;12408527;31015566;-18607039;1530;"N05";4914
1740;2016-05-25 00:00:00,000;2016-06-21 00:00:00,000;42745837;34347677;8398160;1532;"S03";4830
1741;2016-05-26 00:00:00,000;2016-06-24 00:00:00,000;88828853;30929926;57898927;1541;"N07";4803
1743;2016-05-31 00:00:00,000;2016-06-29 00:00:00,000;62350952;37718661;24632291;1550;"N06";4902
1746;2016-06-04 00:00:00,000;2016-07-23 00:00:00,000;86911927;28764214;58147713;1553;"N03";4836
1747;2016-06-04 00:00:00,000;2016-08-19 00:00:00,000;18322312;31654264;-13331952;1548;"N02";4923
1750;2016-06-07 00:00:00,000;2016-06-24 00:00:00,000;79615236;33846226;45769010;1525;"S01";4837
1752;2016-06-09 00:00:00,000;2016-08-02 00:00:00,000;64857847;34347677;30510170;1532;"N03";4806
1753;2016-06-09 00:00:00,000;2016-09-01 00:00:00,000;21132600;37718661;-16586061;1550;"S01";4903
1754;2016-06-09 00:00:00,000;2016-06-27 00:00:00,000;59712274;31015566;28696708;1530;"S04";4871
1758;2016-06-11 00:00:00,000;2016-08-01 00:00:00,000;84519194;31666202;52852992;1521;"C04";4849
1759;2016-06-11 00:00:00,000;2016-07-13 00:00:00,000;75582529;31666202;43916327;1521;"S01";4815
1760;2016-06-14 00:00:00,000;2016-08-14 00:00:00,000;90282882;31015566;59267316;1530;"S03";4912
1761;2016-06-16 00:00:00,000;2016-09-07 00:00:00,000;68218870;31960772;36258098;1523;"N03";4856
1762;2016-06-17 00:00:00,000;2016-08-25 00:00:00,000;83820285;44980798;38839487;1540;"N02";4820
1763;2016-06-18 00:00:00,000;2016-09-11 00:00:00,000;59206729;27800003;31406726;1552;"N07";4821
1764;2016-06-18 00:00:00,000;2016-08-02 00:00:00,000;41987252;29779423;12207829;1524;"C05";4836
1765;2016-06-19 00:00:00,000;2016-07-20 00:00:00,000;47962164;29779423;18182741;1524;"N08";4911
1766;2016-06-19 00:00:00,000;2016-09-19 00:00:00,000;31833853;28454772;3379081;1546;"S04";4804
1768;2016-06-21 00:00:00,000;2016-08-05 00:00:00,000;24129456;33341159;-9211703;1535;"C05";4902
1769;2016-06-22 00:00:00,000;2016-09-16 00:00:00,000;87726987;27800003;59926984;1552;"N04";4832
1770;2016-06-22 00:00:00,000;2016-07-23 00:00:00,000;76893137;33493114;43400023;1534;"C07";4918
1772;2016-06-23 00:00:00,000;2016-08-07 00:00:00,000;27159159;35676075;-8516916;1538;"C05";4884
1773;2016-06-26 00:00:00,000;2016-08-20 00:00:00,000;70788248;30826161;39962087;1555;"N08";4823
1774;2016-06-27 00:00:00,000;2016-08-14 00:00:00,000;9384143;34978105;-25593962;1551;"C05";4903
1775;2016-06-28 00:00:00,000;2016-07-10 00:00:00,000;92384878;30929926;61454952;1541;"N07";4860
1776;2016-06-30 00:00:00,000;2016-09-12 00:00:00,000;62264753;32378412;29886341;1531;"N04";4834
1782;2016-07-02 00:00:00,000;2016-07-19 00:00:00,000;54890850;34347677;20543173;1532;"N08";4805
1783;2016-07-02 00:00:00,000;2016-09-22 00:00:00,000;22735943;29184176;-6448233;1529;"C06";4819
1786;2016-07-06 00:00:00,000;2016-10-02 00:00:00,000;55763216;31015566;24747650;1530;"N04";4819
1788;2016-07-11 00:00:00,000;2016-09-14 00:00:00,000;15122062;35435914;-20313852;1539;"N03";4893
1790;2016-07-13 00:00:00,000;2016-08-10 00:00:00,000;92995994;44980798;48015196;1540;"N07";4923
1791;2016-07-14 00:00:00,000;2016-10-10 00:00:00,000;19376185;29410295;-10034110;1537;"N04";4827
1792;2016-07-15 00:00:00,000;2016-09-03 00:00:00,000;92656719;28764214;63892505;1553;"S01";4822
1793;2016-07-16 00:00:00,000;2016-09-01 00:00:00,000;19189590;31015566;-11825976;1530;"N07";4884
1794;2016-07-16 00:00:00,000;2016-08-15 00:00:00,000;98407690;35435914;62971776;1539;"N08";4844
1795;2016-07-17 00:00:00,000;2016-10-19 00:00:00,000;30543104;30253926;289178;1547;"S04";4903
1796;2016-07-18 00:00:00,000;2016-09-09 00:00:00,000;4438664;30253926;-25815262;1547;"S03";4940
1797;2016-07-19 00:00:00,000;2016-09-14 00:00:00,000;91324121;32378412;58945709;1531;"C06";4918
1799;2016-07-26 00:00:00,000;2016-09-18 00:00:00,000;51491629;33341159;18150470;1535;"S03";4914
1801;2016-07-28 00:00:00,000;2016-08-18 00:00:00,000;14368592;30580490;-16211898;1536;"N07";4849
1802;2016-07-29 00:00:00,000;2016-09-15 00:00:00,000;34771290;33493114;1278176;1534;"N04";4840
1803;2016-07-29 00:00:00,000;2016-08-15 00:00:00,000;53648495;30172653;23475842;1526;"S03";4921
1804;2016-07-29 00:00:00,000;2016-09-22 00:00:00,000;4298877;31960772;-27661895;1523;"S04";4893
1805;2016-07-30 00:00:00,000;2016-10-05 00:00:00,000;97990967;30172653;67818314;1526;"N07";4816
1806;2016-07-31 00:00:00,000;2016-09-24 00:00:00,000;38611970;35676075;2935895;1538;"N04";4817
1807;2016-07-31 00:00:00,000;2016-09-17 00:00:00,000;65248118;30172653;35075465;1526;"N04";4823
1808;2016-07-31 00:00:00,000;2016-08-08 00:00:00,000;74769458;27800003;46969455;1552;"S05";4874
1810;2016-08-01 00:00:00,000;2016-08-03 00:00:00,000;96428201;31960772;64467429;1523;"S01";4911
1811;2016-08-01 00:00:00,000;2016-10-10 00:00:00,000;59523671;27563117;31960554;1544;"S04";4820
1813;2016-08-02 00:00:00,000;2016-11-04 00:00:00,000;80864182;35676075;45188107;1538;"S04";4855
1816;2016-08-08 00:00:00,000;2016-09-24 00:00:00,000;72042991;34978105;37064886;1551;"S01";4842
1818;2016-08-11 00:00:00,000;2016-10-08 00:00:00,000;16838663;30172653;-13333990;1526;"C05";4903
1819;2016-08-13 00:00:00,000;2016-08-23 00:00:00,000;94799019;33341159;61457860;1535;"N04";4819
1820;2016-08-13 00:00:00,000;2016-11-16 00:00:00,000;61769325;29410295;32359030;1537;"S04";4812
1822;2016-08-16 00:00:00,000;2016-10-22 00:00:00,000;93597008;35422391;58174617;1545;"S05";4910
1823;2016-08-16 00:00:00,000;2016-09-08 00:00:00,000;20210724;30929926;-10719202;1541;"S03";4872
1824;2016-08-17 00:00:00,000;2016-08-22 00:00:00,000;60023627;31960772;28062855;1523;"C05";4852
1825;2016-08-18 00:00:00,000;2016-09-23 00:00:00,000;91041413;28764214;62277199;1553;"C05";4849
1826;2016-08-19 00:00:00,000;2016-10-06 00:00:00,000;69702904;29184176;40518728;1529;"N04";4811
1827;2016-08-22 00:00:00,000;2016-09-13 00:00:00,000;64727175;30929926;33797249;1541;"S01";4825
1830;2016-08-26 00:00:00,000;2016-09-24 00:00:00,000;26533300;29184176;-2650876;1529;"S01";4914
1831;2016-08-28 00:00:00,000;2016-09-17 00:00:00,000;88295720;30580490;57715230;1536;"S04";4885
1833;2016-08-29 00:00:00,000;2016-10-24 00:00:00,000;92656826;27800003;64856823;1552;"C04";4814
1838;2016-09-06 00:00:00,000;2016-10-12 00:00:00,000;34118326;33846226;272100;1525;"N05";4915
1839;2016-09-07 00:00:00,000;2016-09-29 00:00:00,000;42939319;29184176;13755143;1529;"N04";4878
1840;2016-09-07 00:00:00,000;2016-11-15 00:00:00,000;56950867;30580490;26370377;1536;"S02";4916
1841;2016-09-09 00:00:00,000;2016-10-22 00:00:00,000;8612119;28764214;-20152095;1553;"S05";4824
1844;2016-09-12 00:00:00,000;2016-10-17 00:00:00,000;22544896;31666202;-9121306;1521;"N02";4849
1846;2016-09-20 00:00:00,000;2016-12-13 00:00:00,000;28465611;39637083;-11171472;1528;"N04";4873
1847;2016-09-20 00:00:00,000;2016-11-24 00:00:00,000;20042074;31243926;-11201852;1549;"S01";4891
1848;2016-09-22 00:00:00,000;2016-10-16 00:00:00,000;3873835;39372824;-35498989;1543;"N07";4816
1851;2016-09-24 00:00:00,000;2016-12-20 00:00:00,000;64621453;34347677;30273776;1532;"N06";4840
1852;2016-09-25 00:00:00,000;2016-12-20 00:00:00,000;57610960;33774964;23835996;1554;"N05";4835
1853;2016-09-27 00:00:00,000;2016-10-13 00:00:00,000;39321805;30172653;9149152;1526;"C05";4815
1855;2016-09-29 00:00:00,000;2016-11-21 00:00:00,000;12083975;33846226;-21762251;1525;"C05";4811
1856;2016-10-04 00:00:00,000;2016-12-14 00:00:00,000;69992264;33544527;36447737;1533;"S02";4914
1857;2016-10-04 00:00:00,000;2016-10-15 00:00:00,000;18840606;29779423;-10938817;1524;"S04";4838
1860;2016-10-09 00:00:00,000;2016-11-09 00:00:00,000;6925283;33774964;-26849681;1554;"S03";4838
1861;2016-10-11 00:00:00,000;2016-12-10 00:00:00,000;84719352;31654264;53065088;1548;"N07";4863
1863;2016-10-13 00:00:00,000;2016-11-16 00:00:00,000;4835448;34978105;-30142657;1551;"N08";4862
1864;2016-10-13 00:00:00,000;2016-12-26 00:00:00,000;1716567;39372824;-37656257;1543;"S05";4862
1865;2016-10-13 00:00:00,000;2016-12-30 00:00:00,000;66105141;27563117;38542024;1544;"C05";4824
1867;2016-10-16 00:00:00,000;2016-11-18 00:00:00,000;45700796;33774964;11925832;1554;"N04";4861
1868;2016-10-17 00:00:00,000;2017-01-09 00:00:00,000;41308346;33341159;7967187;1535;"C05";4814
1869;2016-10-18 00:00:00,000;2016-11-29 00:00:00,000;59608869;35676075;23932794;1538;"S05";4840
1872;2016-10-19 00:00:00,000;2017-01-10 00:00:00,000;64058008;31243926;32814082;1549;"S03";4836
1873;2016-10-20 00:00:00,000;2016-11-09 00:00:00,000;21571576;29410295;-7838719;1537;"C06";4909
1874;2016-10-22 00:00:00,000;2016-11-23 00:00:00,000;42088663;33774964;8313699;1554;"N08";4916
1876;2016-10-24 00:00:00,000;2016-12-26 00:00:00,000;388476;27563117;-27174641;1544;"C04";4816
1877;2016-10-25 00:00:00,000;2016-11-04 00:00:00,000;17897697;35422391;-17524694;1545;"N06";4846
1879;2016-10-30 00:00:00,000;2017-01-26 00:00:00,000;45209508;30172653;15036855;1526;"N02";4812
1880;2016-10-31 00:00:00,000;2016-12-30 00:00:00,000;18807140;33493114;-14685974;1534;"S03";4832
1881;2016-10-31 00:00:00,000;2016-12-15 00:00:00,000;26856269;39637083;-12780814;1528;"S01";4911
1882;2016-11-01 00:00:00,000;2016-11-20 00:00:00,000;48303724;32378412;15925312;1531;"S02";4857
1884;2016-11-03 00:00:00,000;2016-12-27 00:00:00,000;47237618;28454772;18782846;1546;"C05";4902
1886;2016-11-05 00:00:00,000;2017-02-07 00:00:00,000;85235874;39637083;45598791;1528;"C05";4861
1890;2016-11-13 00:00:00,000;2017-02-14 00:00:00,000;8484534;35422391;-26937857;1545;"C04";4831
1892;2016-11-15 00:00:00,000;2017-01-04 00:00:00,000;41412937;32378412;9034525;1531;"C07";4896
1898;2016-11-29 00:00:00,000;2016-12-31 00:00:00,000;45473360;35422391;10050969;1545;"N08";4813
1899;2016-11-30 00:00:00,000;2017-03-03 00:00:00,000;42528676;31243926;11284750;1549;"N04";4849
1900;2016-12-03 00:00:00,000;2017-01-08 00:00:00,000;11672136;28454772;-16782636;1546;"N07";4815
1901;2016-12-04 00:00:00,000;2017-01-24 00:00:00,000;535540;44980798;-44445258;1540;"S01";4856
1903;2016-12-05 00:00:00,000;2017-01-31 00:00:00,000;85870276;33493114;52377162;1534;"S02";4872
1905;2016-12-13 00:00:00,000;2017-03-18 00:00:00,000;95361084;30253926;65107158;1547;"C04";4909
1909;2016-12-16 00:00:00,000;2017-01-21 00:00:00,000;13659801;34978105;-21318304;1551;"S02";4829
1910;2016-12-16 00:00:00,000;2017-01-07 00:00:00,000;84084071;31243926;52840145;1549;"S02";4884
1914;2016-12-23 00:00:00,000;2017-02-26 00:00:00,000;79257115;30253926;49003189;1547;"N04";4876
1915;2016-12-23 00:00:00,000;2017-02-26 00:00:00,000;19480148;37718661;-18238513;1550;"C05";4846
1917;2016-12-25 00:00:00,000;2016-12-29 00:00:00,000;26941504;31654264;-4712760;1548;"C04";4915
1918;2016-12-25 00:00:00,000;2016-12-27 00:00:00,000;81160169;29839505;51320664;1522;"S01";4841
1922;2017-01-01 00:00:00,000;2017-01-16 00:00:00,000;6101223;27800003;-21698780;1552;"C05";4823
1927;2017-01-06 00:00:00,000;2017-02-24 00:00:00,000;17717139;33493114;-15775975;1534;"S05";4910
1929;2017-01-08 00:00:00,000;2017-03-17 00:00:00,000;57091471;31243926;25847545;1549;"S05";4915
1930;2017-01-10 00:00:00,000;2017-02-04 00:00:00,000;7434958;32378412;-24943454;1531;"N05";4809
1931;2017-01-10 00:00:00,000;2017-03-22 00:00:00,000;693104;37266935;-36573831;1542;"C07";4899
1933;2017-01-11 00:00:00,000;2017-02-12 00:00:00,000;16983330;31243926;-14260596;1549;"N03";4814
1935;2017-01-14 00:00:00,000;2017-03-31 00:00:00,000;83406511;39372824;44033687;1543;"N04";4827
1936;2017-01-14 00:00:00,000;2017-03-19 00:00:00,000;4330531;35676075;-31345544;1538;"N05";4903
1937;2017-01-14 00:00:00,000;2017-04-02 00:00:00,000;76872530;33544527;43328003;1533;"N03";4829
1940;2017-01-18 00:00:00,000;2017-03-27 00:00:00,000;74274152;29184176;45089976;1529;"N07";4804
1941;2017-01-19 00:00:00,000;2017-03-17 00:00:00,000;57559503;32378412;25181091;1531;"N08";4907
1942;2017-01-19 00:00:00,000;2017-01-30 00:00:00,000;90538862;31666202;58872660;1521;"N08";4915
1943;2017-01-20 00:00:00,000;2017-01-31 00:00:00,000;6573273;33774964;-27201691;1554;"N07";4838
1944;2017-01-20 00:00:00,000;2017-04-21 00:00:00,000;40105227;34978105;5127122;1551;"C07";4872
1945;2017-01-20 00:00:00,000;2017-03-08 00:00:00,000;67844858;37266935;30577923;1542;"C04";4818
1946;2017-01-21 00:00:00,000;2017-03-21 00:00:00,000;1310872;28454772;-27143900;1546;"S03";4918
1947;2017-01-23 00:00:00,000;2017-03-06 00:00:00,000;61502425;37266935;24235490;1542;"N08";4885
1948;2017-01-24 00:00:00,000;2017-02-28 00:00:00,000;39496309;29779423;9716886;1524;"S03";4835
1949;2017-01-27 00:00:00,000;2017-04-05 00:00:00,000;14311533;35676075;-21364542;1538;"N04";4896
1951;2017-01-28 00:00:00,000;2017-04-12 00:00:00,000;60604835;35435914;25168921;1539;"S04";4916
1952;2017-01-28 00:00:00,000;2017-02-04 00:00:00,000;65210253;31654264;33555989;1548;"C05";4884
1953;2017-01-29 00:00:00,000;2017-03-15 00:00:00,000;58671929;33341159;25330770;1535;"S04";4803
1954;2017-01-30 00:00:00,000;2017-04-11 00:00:00,000;61316620;33846226;27470394;1525;"S03";4914
1955;2017-01-31 00:00:00,000;2017-03-07 00:00:00,000;86546229;37718661;48827568;1550;"N07";4846
1956;2017-02-01 00:00:00,000;2017-03-26 00:00:00,000;29779000;34347677;-4568677;1532;"N02";4831
1958;2017-02-03 00:00:00,000;2017-04-02 00:00:00,000;87908866;28454772;59454094;1546;"N08";4862
1959;2017-02-04 00:00:00,000;2017-04-30 00:00:00,000;87062521;33544527;53517994;1533;"S02";4890
1960;2017-02-07 00:00:00,000;2017-02-26 00:00:00,000;69939129;37718661;32220468;1550;"N04";4864
1961;2017-02-08 00:00:00,000;2017-04-06 00:00:00,000;27184950;37718661;-10533711;1550;"S01";4820
1962;2017-02-08 00:00:00,000;2017-04-25 00:00:00,000;54074117;29184176;24889941;1529;"C05";4880
1963;2017-02-09 00:00:00,000;2017-04-07 00:00:00,000;78225476;30339947;47885529;1527;"C04";4856
1965;2017-02-10 00:00:00,000;2017-05-02 00:00:00,000;86848549;35676075;51172474;1538;"C07";4831
1967;2017-02-14 00:00:00,000;2017-03-13 00:00:00,000;59135552;29410295;29725257;1537;"N04";4923
1968;2017-02-14 00:00:00,000;2017-05-04 00:00:00,000;59135552;31666202;27469350;1521;"N04";4923
1969;2017-02-14 00:00:00,000;2017-03-26 00:00:00,000;59135552;33846226;25289326;1525;"N04";4923
1970;2017-02-14 00:00:00,000;2017-05-05 00:00:00,000;59135552;31243926;27891626;1549;"N04";4923
1971;2017-02-18 00:00:00,000;2017-05-04 00:00:00,000;12289532;30253926;-17964394;1547;"C06";4818
1974;2017-02-22 00:00:00,000;2017-03-09 00:00:00,000;78516217;34347677;44168540;1532;"N05";4816
1975;2017-02-23 00:00:00,000;2017-04-19 00:00:00,000;5876615;33846226;-27969611;1525;"N08";4857
1976;2017-02-26 00:00:00,000;2017-04-22 00:00:00,000;10352846;30253926;-19901080;1547;"N04";4807
1977;2017-02-26 00:00:00,000;2017-05-30 00:00:00,000;2128352;29184176;-27055824;1529;"S03";4801
1979;2017-02-28 00:00:00,000;2017-05-12 00:00:00,000;82439266;31654264;50785002;1548;"S03";4886
1982;2017-03-03 00:00:00,000;2017-03-26 00:00:00,000;64322421;33846226;30476195;1525;"N02";4805
1983;2017-03-04 00:00:00,000;2017-05-16 00:00:00,000;41021244;30580490;10440754;1536;"N04";4926
1985;2017-03-06 00:00:00,000;2017-06-04 00:00:00,000;97381098;30929926;66451172;1541;"N05";4884
1986;2017-03-07 00:00:00,000;2017-03-28 00:00:00,000;54892299;29839505;25052794;1522;"N04";4835
1990;2017-03-12 00:00:00,000;2017-05-27 00:00:00,000;60364485;37718661;22645824;1550;"N05";4844
1991;2017-03-14 00:00:00,000;2017-03-19 00:00:00,000;88426880;33774964;54651916;1554;"S01";4899
1994;2017-03-15 00:00:00,000;2017-03-25 00:00:00,000;79573776;39372824;40200952;1543;"C05";4909
1997;2017-03-19 00:00:00,000;2017-04-29 00:00:00,000;50558334;30172653;20385681;1526;"S02";4824
1998;2017-03-19 00:00:00,000;2017-05-03 00:00:00,000;91437505;34978105;56459400;1551;"C06";4875
2002;2017-03-23 00:00:00,000;2017-05-02 00:00:00,000;17872915;30929926;-13057011;1541;"N04";4806
2004;2017-03-24 00:00:00,000;2017-03-26 00:00:00,000;30177663;39372824;-9195161;1543;"C07";4873
2006;2017-03-24 00:00:00,000;2017-05-03 00:00:00,000;61257260;44980798;16276462;1540;"C05";4909
2008;2017-03-26 00:00:00,000;2017-06-01 00:00:00,000;59032021;28454772;30577249;1546;"S03";4815
2009;2017-03-28 00:00:00,000;2017-05-08 00:00:00,000;43442367;30253926;13188441;1547;"N03";4874
2010;2017-03-31 00:00:00,000;2017-04-07 00:00:00,000;24918110;30580490;-5662380;1536;"N04";4864
2013;2017-04-02 00:00:00,000;2017-04-08 00:00:00,000;87543904;28764214;58779690;1553;"S02";4802
2014;2017-04-04 00:00:00,000;2017-06-07 00:00:00,000;47409621;28454772;18954849;1546;"C05";4815
2015;2017-04-06 00:00:00,000;2017-04-14 00:00:00,000;52722665;28764214;23958451;1553;"S01";4910
2017;2017-04-10 00:00:00,000;2017-05-07 00:00:00,000;27955764;39637083;-11681319;1528;"N03";4857
2019;2017-04-12 00:00:00,000;2017-04-23 00:00:00,000;51247950;35422391;15825559;1545;"N07";4832
2020;2017-04-13 00:00:00,000;2017-05-10 00:00:00,000;91496143;32378412;59117731;1531;"N03";4925
2021;2017-04-13 00:00:00,000;2017-06-06 00:00:00,000;87340210;30929926;56410284;1541;"C05";4864
2022;2017-04-15 00:00:00,000;2017-06-05 00:00:00,000;48968912;34978105;13990807;1551;"N04";4824
2023;2017-04-15 00:00:00,000;2017-05-13 00:00:00,000;97425761;30253926;67171835;1547;"S03";4876
2024;2017-04-15 00:00:00,000;2017-05-11 00:00:00,000;60559589;32378412;28181177;1531;"S01";4872
2025;2017-04-16 00:00:00,000;2017-05-17 00:00:00,000;16491570;35422391;-18930821;1545;"S03";4834
2026;2017-04-19 00:00:00,000;2017-06-10 00:00:00,000;5111707;31960772;-26849065;1523;"N04";4873
2027;2017-04-21 00:00:00,000;2017-05-09 00:00:00,000;38611970;35435914;3176056;1539;"N04";4817
2028;2017-04-22 00:00:00,000;2017-06-05 00:00:00,000;75623548;37266935;38356613;1542;"N03";4802
2029;2017-04-23 00:00:00,000;2017-05-05 00:00:00,000;62231960;27563117;34668843;1544;"N03";4904
2030;2017-04-25 00:00:00,000;2017-05-12 00:00:00,000;53003366;31960772;21042594;1523;"N08";4832
2034;2017-05-02 00:00:00,000;2017-05-20 00:00:00,000;61597459;31015566;30581893;1530;"S03";4808
2035;2017-05-04 00:00:00,000;2017-05-27 00:00:00,000;29373031;30339947;-966916;1527;"N08";4824
2036;2017-05-04 00:00:00,000;2017-07-04 00:00:00,000;68625723;35676075;32949648;1538;"C06";4824
2037;2017-05-09 00:00:00,000;2017-07-22 00:00:00,000;65189301;30253926;34935375;1547;"S05";4828
2038;2017-05-09 00:00:00,000;2017-07-16 00:00:00,000;46219191;27800003;18419188;1552;"C06";4916
2039;2017-05-10 00:00:00,000;2017-07-19 00:00:00,000;9423100;34978105;-25555005;1551;"S04";4805
2041;2017-05-12 00:00:00,000;2017-06-18 00:00:00,000;66920017;31015566;35904451;1530;"C05";4810
2043;2017-05-14 00:00:00,000;2017-06-14 00:00:00,000;51248879;30580490;20668389;1536;"N07";4870
2045;2017-05-15 00:00:00,000;2017-08-13 00:00:00,000;30061894;33341159;-3279265;1535;"N07";4812
2046;2017-05-15 00:00:00,000;2017-07-01 00:00:00,000;4788846;29839505;-25050659;1522;"N08";4886
2054;2017-05-23 00:00:00,000;2017-07-13 00:00:00,000;16843675;33774964;-16931289;1554;"C04";4852
2060;2017-05-24 00:00:00,000;2017-06-03 00:00:00,000;90674639;29839505;60835134;1522;"N02";4831
2061;2017-05-27 00:00:00,000;2017-07-03 00:00:00,000;70013914;39372824;30641090;1543;"N04";4919
2062;2017-05-27 00:00:00,000;2017-08-21 00:00:00,000;13713667;28454772;-14741105;1546;"S05";4860
2063;2017-05-27 00:00:00,000;2017-07-24 00:00:00,000;70013914;31243926;38769988;1549;"N04";4919
2064;2017-05-27 00:00:00,000;2017-08-23 00:00:00,000;70013914;31015566;38998348;1530;"N04";4919
2065;2017-05-27 00:00:00,000;2017-08-22 00:00:00,000;70013914;29779423;40234491;1524;"N04";4919
2066;2017-05-29 00:00:00,000;2017-06-11 00:00:00,000;46698266;27563117;19135149;1544;"N04";4833
2069;2017-05-29 00:00:00,000;2017-06-29 00:00:00,000;71216687;39372824;31843863;1543;"N02";4814
2070;2017-05-29 00:00:00,000;2017-06-23 00:00:00,000;13286172;29410295;-16124123;1537;"N02";4818
2071;2017-06-01 00:00:00,000;2017-08-21 00:00:00,000;24840189;31654264;-6814075;1548;"S05";4835
2072;2017-06-01 00:00:00,000;2017-08-10 00:00:00,000;71347438;37718661;33628777;1550;"S02";4915
2073;2017-06-01 00:00:00,000;2017-07-16 00:00:00,000;2312616;35435914;-33123298;1539;"S03";4910
2077;2017-06-04 00:00:00,000;2017-07-02 00:00:00,000;84093169;39637083;44456086;1528;"S05";4826
2078;2017-06-05 00:00:00,000;2017-06-29 00:00:00,000;74987378;34978105;40009273;1551;"N03";4912
2079;2017-06-05 00:00:00,000;2017-08-31 00:00:00,000;61846926;35676075;26170851;1538;"C05";4808
2080;2017-06-06 00:00:00,000;2017-06-08 00:00:00,000;80112429;34347677;45764752;1532;"S02";4864
2081;2017-06-06 00:00:00,000;2017-07-04 00:00:00,000;1839438;28764214;-26924776;1553;"S04";4893
2083;2017-06-08 00:00:00,000;2017-06-23 00:00:00,000;75701003;29779423;45921580;1524;"C04";4837
2084;2017-06-10 00:00:00,000;2017-07-22 00:00:00,000;19220176;28454772;-9234596;1546;"N06";4822
2085;2017-06-10 00:00:00,000;2017-06-15 00:00:00,000;52788490;30339947;22448543;1527;"N07";4840
2090;2017-06-14 00:00:00,000;2017-07-30 00:00:00,000;2612319;29839505;-27227186;1522;"N03";4802
2091;2017-06-15 00:00:00,000;2017-09-10 00:00:00,000;41741145;27800003;13941142;1552;"N08";4874
2092;2017-06-15 00:00:00,000;2017-07-28 00:00:00,000;7045010;30253926;-23208916;1547;"S01";4826
2094;2017-06-17 00:00:00,000;2017-07-21 00:00:00,000;79719938;29410295;50309643;1537;"S03";4821
2095;2017-06-18 00:00:00,000;2017-07-13 00:00:00,000;98492211;30339947;68152264;1527;"S02";4851
2096;2017-06-18 00:00:00,000;2017-07-10 00:00:00,000;97701773;37718661;59983112;1550;"S02";4897
2097;2017-06-19 00:00:00,000;2017-07-25 00:00:00,000;18453547;33774964;-15321417;1554;"N03";4823
2098;2017-06-23 00:00:00,000;2017-08-30 00:00:00,000;36880675;34978105;1902570;1551;"N04";4919
2099;2017-06-23 00:00:00,000;2017-09-14 00:00:00,000;36880675;29779423;7101252;1524;"N04";4919
2100;2017-06-23 00:00:00,000;2017-09-20 00:00:00,000;36880675;35676075;1204600;1538;"N04";4919
